,County_Name,Civilian employed population 16 years and over_2010,"Agriculture, forestry, fishing and hunting, and mining_2010",Construction_2010,Manufacturing_2010,Wholesale trade_2010,Retail trade_2010,"Transportation and warehousing, and utilities_2010",Information_2010,"Finance and insurance, and real estate and rental and leasing_2010","Professional, scientific, and management, and administrative and waste management services_2010","Educational services, and health care and social assistance_2010","Arts, entertainment, and recreation, and accommodation and food services_2010","Other services, except public administration_2010",Public administration_2010,Industry_2010,Civilian employed population 16 years and over_2015,"Agriculture, forestry, fishing and hunting, and mining_2015",Construction_2015,Manufacturing_2015,Wholesale trade_2015,Retail trade_2015,"Transportation and warehousing, and utilities_2015",Information_2015,"Finance and insurance, and real estate and rental and leasing_2015","Professional, scientific, and management, and administrative and waste management services_2015","Educational services, and health care and social assistance_2015","Arts, entertainment, and recreation, and accommodation and food services_2015","Other services, except public administration_2015",Public administration_2015,Industry_2019,Civilian employed population 16 years and over_2019,"Agriculture, forestry, fishing and hunting, and mining_2019",Construction_2019,Manufacturing_2019,Wholesale trade_2019,Retail trade_2019,"Transportation and warehousing, and utilities_2019",Information_2019,"Finance and insurance, and real estate and rental and leasing_2019","Professional, scientific, and management, and administrative and waste management services_2019","Educational services, and health care and social assistance_2019","Arts, entertainment, and recreation, and accommodation and food services_2019","Other services, except public administration_2019",Public administration_2019,Industry_2015,2019_Median_AQI,2015_Median_AQI,2010_Median_AQI
538,"Parker County, Texas","49,573","3,474","4,627","4,313","1,041","5,666","4,032",723,"2,371","3,294","10,156","3,929","2,995","2,952",5.40%,"60,416","3,435","5,962","7,235","1,817","8,980","4,176",820,"3,419","4,294","11,131","3,551","3,302","2,294",9.40%,"66,074","2,155","6,057","7,053","1,910","8,736","4,040",881,"3,738","5,942","12,376","4,771","4,353","4,062",10.70%,37.0,37.0,38.0
539,"Potter County, Texas","55,823",660,"5,919","5,914","1,444","8,976","2,454",840,"2,555","3,640","11,362","6,410","3,460","2,189",5.90%,"54,885",925,"5,383","4,633","2,161","8,120","2,303",978,"2,695","4,396","12,207","5,836","3,588","1,660",8.70%,"48,691","1,188","4,673","8,804",901,"6,009","2,473",88,"2,039","3,934","9,608","5,172","2,241","1,561",7.60%,19.0,22.0,23.0
541,"Smith County, Texas","96,804","3,485","5,273","7,531","3,493","12,990","3,319","1,909","5,589","10,117","24,882","10,072","4,785","3,359",4.20%,"98,334","3,616","6,539","6,710","2,321","14,235","3,764","2,647","5,729","7,785","27,200","8,564","6,517","2,707",8.60%,"107,677","3,744","8,189","8,064","4,374","15,961","5,513","1,904","4,980","9,098","25,727","10,992","4,373","4,758",8.60%,36.0,33.0,38.0
542,"Tarrant County, Texas","864,346","8,816","65,169","97,359","30,110","96,605","64,465","21,003","74,396","88,965","162,329","77,516","44,366","33,247",5.30%,"971,342","14,337","65,831","99,335","33,819","120,326","74,487","19,209","71,066","106,019","194,238","87,317","50,409","34,949",10.40%,"1,048,084","11,920","88,828","110,907","30,259","115,501","91,074","16,956","80,688","110,749","204,894","103,600","57,252","25,456",10.30%,44.0,43.0,47.0
543,"Travis County, Texas","529,422","2,804","40,546","48,124","11,409","56,439","13,867","12,758","35,689","81,962","104,911","56,804","28,541","35,568",4.80%,"642,147","5,172","48,464","47,015","14,332","61,996","21,228","19,990","48,368","113,901","125,334","68,756","32,803","34,788",12.10%,"730,185","5,769","54,520","49,083","14,109","59,876","26,971","22,812","54,567","141,310","148,403","69,125","42,348","41,292",10.90%,44.0,44.0,42.0
544,"Victoria County, Texas","39,051","2,173","2,604","4,413","1,469","5,087","1,812",507,"2,137","2,758","9,437","4,214","1,402","1,038",2.70%,"42,035","1,730","3,444","3,943","1,252","7,232","2,365",454,"1,478","2,036","11,073","3,377","1,584","2,067",7.50%,"42,076","2,193","2,932","4,955","1,064","5,887","2,179",952,"1,255","3,032","10,961","3,582","1,448","1,636",9.30%,31.0,32.0,32.0
545,"Webb County, Texas","99,263","2,685","6,173","2,679","4,164","12,304","12,232",327,"4,107","8,674","22,636","8,214","5,971","9,097",4.30%,"106,380","3,158","6,185","1,799","4,159","14,176","15,310",661,"3,709","7,693","26,692","10,200","6,221","6,417",8.20%,"117,386","4,358","5,926","4,122","4,567","17,086","15,172","1,256","4,103","9,191","27,010","10,518","5,886","8,191",11.80%,41.0,39.0,40.0
546,"Cache County, Utah","53,994","1,176","2,842","9,652",697,"7,371","1,538","1,259","2,355","4,301","14,603","4,072","1,832","2,296",5.40%,"57,513","1,458","3,218","10,203",711,"7,542","1,277",783,"2,002","7,638","14,257","4,249","2,588","1,587",12.10%,"62,993","1,682","2,942","10,857",841,"7,550","2,342",394,"2,547","7,628","15,993","5,235","2,840","2,142",11.20%,44.0,40.0,49.0
547,"Davis County, Utah","135,508",670,"6,953","14,171","3,320","15,306","6,391","2,522","10,055","17,186","29,384","8,674","6,511","14,365",4.90%,"157,340","1,264","9,348","17,416","4,707","19,747","8,227","2,917","11,378","18,986","31,449","12,876","6,969","12,056",9.90%,"172,190","1,616","12,161","18,426","3,914","21,288","7,349","2,366","12,156","20,737","38,983","12,612","8,093","12,489",8.30%,44.0,38.0,40.0
548,"Salt Lake County, Utah","488,889","3,979","34,171","52,731","19,334","59,514","24,161","12,455","40,536","56,542","97,374","42,860","23,117","22,115",4.60%,"563,382","5,527","36,673","64,755","16,235","68,736","27,923","12,301","49,561","72,870","109,060","53,290","24,794","21,657",9.30%,"618,705","6,955","50,427","55,160","15,073","66,400","40,418","14,331","59,508","81,219","129,305","52,592","27,242","20,075",10.70%,51.0,51.0,49.0
549,"Utah County, Utah","213,455","4,005","11,252","21,453","4,933","27,748","6,265","5,476","12,660","27,976","58,832","16,072","9,814","6,969",5.70%,"260,151","1,909","19,835","25,259","8,000","33,300","7,775","8,559","13,823","33,491","65,687","21,535","12,406","8,572",10.20%,"309,211","2,846","22,514","29,117","7,972","37,069","9,294","6,608","19,483","49,890","78,976","23,868","13,103","8,471",11.00%,46.0,46.0,49.0
550,"Washington County, Utah","51,780",642,"4,622","2,370","1,343","8,884","2,958",766,"2,486","4,918","12,742","5,582","2,864","1,603",3.40%,"62,786","1,165","4,598","3,967","1,230","9,992","2,407","1,481","3,854","6,014","14,620","9,027","2,369","2,062",12.10%,"78,146",930,"9,023","4,273","1,482","9,620","5,072",345,"6,071","9,190","17,190","7,780","4,030","3,140",8.80%,44.0,43.0,48.0
551,"Weber County, Utah","105,540",713,"5,691","17,392","3,959","14,144","2,932","1,694","4,623","9,325","22,541","7,768","3,966","10,792",4.40%,"113,751","1,273","8,182","20,466","3,197","11,553","4,825","1,483","6,279","11,639","20,602","7,712","4,547","11,993",9.00%,"133,583","1,307","10,804","16,563","3,766","17,578","5,924","2,381","7,977","12,966","24,561","10,498","5,972","13,286",10.40%,42.0,46.0,49.0
552,"Chittenden County, Vermont","86,951",801,"4,428","8,881","1,063","10,878","1,898","1,539","4,764","9,983","24,295","10,820","3,931","3,670",3.80%,"92,236",800,"5,075","8,813","1,976","9,446","2,864","3,050","5,348","9,775","27,541","10,257","3,889","3,402",7.40%,"93,429",722,"4,106","11,333","1,764","9,353","1,984","2,097","4,242","10,013","29,366","10,322","3,578","4,549",6.30%,37.0,36.0,37.0
553,"Arlington County, Virginia","132,893",128,"6,045","2,856","1,214","8,164","2,506","3,691","7,661","32,569","23,591","10,137","10,638","23,693",5.10%,"144,965",207,"8,197","3,060","1,174","5,385","2,560","4,144","13,321","40,474","21,912","9,482","9,479","25,570",10.90%,"146,582",229,"4,617","3,088",856,"6,108","2,788","4,688","8,928","46,670","21,352","9,999","9,588","27,671",8.90%,38.0,38.0,42.0
554,"Chesterfield County, Virginia","153,477",537,"10,076","13,200","4,638","18,732","7,249","2,368","15,406","16,214","35,219","9,026","6,988","13,824",7.40%,"173,429",404,"11,747","12,486","7,006","22,091","8,331","2,879","15,898","18,802","37,943","14,917","9,834","11,091",12.40%,"184,935",368,"15,842","12,834","3,401","21,486","9,678","2,749","15,081","20,623","44,021","15,357","10,629","12,866",14.60%,39.0,39.0,45.0
555,"Fairfax County, Virginia","582,131","1,052","33,637","19,999","7,456","43,621","17,823","18,673","41,097","139,634","92,976","54,128","35,130","76,905",6.30%,"613,246","1,608","32,479","15,531","6,583","47,151","17,474","16,254","40,381","152,042","113,127","59,250","40,596","70,770",11.40%,"620,376",386,"37,549","15,518","4,803","41,793","19,380","14,597","42,891","160,109","114,804","59,106","41,025","68,415",10.70%,44.0,40.0,45.0
556,"Fauquier County, Virginia","31,100","1,328","2,591","2,636",613,"3,604","1,010",873,571,"4,652","7,256","1,637","1,442","2,887",7.30%,"35,202",798,"4,291","1,084",848,"3,357","1,334","1,050","2,044","5,592","7,489","2,543","2,224","2,548",7.50%,"37,506",839,"3,944","1,457",607,"4,078","2,002",798,"1,573","7,064","7,585","3,186","1,332","3,041",10.80%,37.0,36.0,43.0
557,"Frederick County, Virginia","36,149","1,758","3,727","2,500","1,415","3,936","1,406",604,"1,620","3,650","9,160","2,252","1,403","2,718",5.60%,"41,728",590,"3,382","4,617",748,"5,249","1,969","1,499","1,624","3,756","10,624","2,816","1,947","2,907",8.30%,"42,214",704,"3,880","3,694","1,078","4,213","2,534",708,"2,760","6,038","8,187","2,649","1,797","3,972",13.40%,38.0,39.0,44.0
558,"Hanover County, Virginia","50,145",729,"3,525","3,174","1,543","6,005","2,912",910,"4,716","6,010","10,959","2,887","2,991","3,784",5.60%,"55,544","1,094","5,309","2,504","2,205","5,968","3,434","1,451","5,635","5,438","12,242","4,166","2,838","3,260",9.70%,"58,228",578,"5,255","3,167","1,968","6,811","3,116",592,"4,122","4,983","16,560","3,895","3,232","3,949",11.60%,41.0,40.0,49.0
559,"Henrico County, Virginia","153,357",72,"7,112","10,400","4,453","17,700","6,267","2,183","22,797","21,970","31,471","12,998","6,205","9,729",6.70%,"173,867",568,"8,105","9,939","4,993","21,511","8,558","3,255","21,037","19,968","41,411","16,802","8,136","9,584",14.20%,"174,326","1,008","9,784","10,229","5,067","20,278","9,316","1,930","19,087","20,136","41,377","16,455","9,921","9,738",14.30%,37.0,39.0,45.0
560,"Loudoun County, Virginia","169,495","1,093","7,187","6,832","2,167","17,995","5,821","7,608","11,108","46,219","27,998","13,215","8,230","14,022",6.30%,"203,967","1,150","10,533","7,904","2,956","17,673","8,776","8,955","15,290","54,248","31,973","17,780","9,691","17,038",12.50%,"226,459","1,525","10,859","10,939","2,772","16,771","8,354","8,239","19,001","65,851","37,449","17,406","9,651","17,642",11.10%,37.0,36.0,41.0
561,"Prince William County, Virginia","200,492","1,131","18,319","7,752","2,716","22,873","7,411","4,783","10,943","38,105","35,335","11,682","8,169","31,273",6.90%,"227,288",292,"18,097","7,648","4,372","25,793","10,065","3,969","10,733","41,701","41,940","21,770","12,647","28,261",15.90%,"243,225",580,"25,052","7,810","2,707","26,076","11,408","4,068","13,798","43,171","44,604","23,537","13,486","26,928",15.00%,36.0,30.0,31.0
562,"Roanoke County, Virginia","47,309",216,"2,648","4,713","1,495","5,779","3,289",325,"5,659","4,842","11,584","2,222","2,136","2,401",7.40%,"45,490",290,"2,100","4,211","1,141","4,825","2,754",324,"5,352","6,158","10,582","3,470","2,284","1,999",7.90%,"45,266",188,"2,721","3,526","1,483","4,744","3,418",709,"3,670","3,310","12,583","4,523","2,357","2,034",7.70%,37.0,38.0,37.0
563,"Rockingham County, Virginia","35,659","2,134","2,833","4,941",749,"4,518","2,178",382,"1,435","2,321","8,678","2,393","1,708","1,389",7.40%,"37,880","1,983","2,563","4,011","1,404","5,305","2,022",770,"1,801","3,414","9,079","3,209","1,242","1,077",9.60%,"41,535","1,829","3,592","6,303",816,"4,565","2,479",299,"1,275","2,466","10,664","3,855","2,263","1,129",12.50%,36.0,36.0,41.0
564,"Stafford County, Virginia","61,500",338,"3,800","1,889",705,"5,957","2,181","1,033","2,883","8,488","12,244","4,504","3,541","13,937",6.90%,"67,347",274,"5,430","2,613",651,"7,575","1,793",942,"3,414","10,245","13,909","4,414","2,171","13,916",11.60%,"75,708",75,"4,877","2,329","1,086","8,128","5,249",669,"2,812","12,037","15,780","5,840","3,181","13,645",15.20%,39.0,40.0,46.0
565,"Benton County, Washington","81,618","4,673","6,716","6,096","2,284","9,804","5,712","1,188","3,313","14,219","15,402","4,466","3,214","4,531",4.90%,"85,716","5,206","7,559","5,276","1,022","9,738","4,475","1,068","3,669","13,796","19,391","6,602","4,029","3,885",6.50%,"94,926","4,977","8,227","7,136","2,230","8,109","6,968",700,"3,146","13,529","21,771","9,340","4,190","4,603",10.50%,37.0,30.0,20.0
568,"Clark County, Washington","182,659","1,069","13,707","22,481","6,125","22,971","14,271","4,405","11,997","18,793","37,554","12,300","8,715","8,271",5.00%,"214,884","1,318","19,088","24,291","6,918","24,593","16,178","4,754","14,409","21,891","42,172","19,740","10,927","8,605",9.20%,"236,397","1,757","22,228","24,764","8,086","25,052","17,475","3,771","12,309","29,286","50,373","19,780","11,674","9,842",10.20%,31.0,33.0,28.0
569,"Cowlitz County, Washington","38,046","1,524","2,155","6,013",790,"4,595","2,457",43,"1,819","3,127","8,626","2,534","1,707","2,656",3.70%,"43,976","1,129","3,759","6,444",985,"6,253","2,263",459,"1,819","3,250","10,184","3,277","2,287","1,867",6.60%,"44,445",578,"3,305","9,049","1,272","5,200","2,897",371,"1,650","3,247","10,774","2,332","1,682","2,088",12.20%,18.0,20.0,16.0
573,"King County, Washington","992,192","5,282","47,311","115,628","29,644","110,420","46,184","28,013","64,725","173,891","199,970","87,809","46,945","36,370",5.30%,"1,136,132","5,536","58,007","102,962","32,643","134,076","55,154","38,429","70,239","211,729","231,731","107,993","50,122","37,511",9.80%,"1,266,133","5,130","67,422","112,347","34,535","149,777","63,453","48,048","70,141","263,369","249,105","111,516","56,961","34,329",10.60%,40.0,45.0,36.0
574,"Kitsap County, Washington","105,492",637,"7,632","11,513",545,"12,752","4,494","2,393","5,245","10,334","23,781","9,607","5,668","10,891",3.50%,"109,920",812,"7,835","12,034","1,862","11,850","4,661","1,206","4,888","12,312","22,801","13,528","5,396","10,735",9.60%,"118,480","1,006","7,333","11,957","1,174","13,109","5,999","1,624","5,983","14,792","24,102","13,573","4,702","13,126",8.00%,18.0,18.0,18.0
575,"Lewis County, Washington","28,303","1,808","3,079","3,085",443,"4,472","1,855",243,687,"1,676","5,674","2,335","1,154","1,792",4.50%,"30,058","1,811","2,122","2,962",667,"3,873","2,589",177,848,"2,087","5,927","2,583","1,418","2,994",8.00%,"33,992","2,125","3,711","3,027",586,"4,367","2,510",384,"1,502","2,787","6,597","3,276","1,453","1,667",6.00%,20.0,23.0,19.0
576,"Pierce County, Washington","344,597","1,805","26,163","32,204","11,411","45,296","18,649","6,231","19,553","29,824","78,096","31,707","18,035","25,623",5.20%,"378,773","2,395","30,670","40,654","11,640","46,755","25,128","6,223","18,642","31,823","87,199","34,654","17,269","25,721",10.60%,"433,056","2,689","40,949","40,310","15,610","49,045","30,745","3,930","20,996","44,339","94,251","38,677","24,898","26,617",12.50%,41.0,41.0,40.0
577,"Skagit County, Washington","49,678","1,728","3,630","6,133","1,785","7,192","1,544",795,"2,345","4,185","10,137","4,081","2,592","3,531",3.40%,"54,890","2,592","4,848","6,893","2,466","5,654","2,437",609,"1,327","5,721","11,069","6,108","2,872","2,294",9.80%,"56,872","3,388","5,240","8,118","1,170","7,892","2,731",384,"1,798","4,125","11,181","5,252","2,286","3,307",10.80%,24.0,35.0,29.0
578,"Snohomish County, Washington","341,476","3,087","25,649","52,356","9,018","41,450","12,565","10,277","20,732","34,143","68,169","28,173","18,961","16,896",4.20%,"388,721","3,057","28,773","65,279","10,543","48,167","17,673","8,766","23,411","43,386","74,109","32,144","18,647","14,766",10.20%,"422,584","3,657","38,006","56,262","9,936","46,752","17,687","8,660","26,064","60,021","81,675","31,378","24,027","18,459",12.20%,30.0,28.0,27.0
579,"Spokane County, Washington","210,995","1,283","11,480","17,751","8,057","27,001","10,771","3,991","13,543","20,869","57,408","18,243","10,145","10,453",5.30%,"212,649","3,120","12,264","17,689","7,143","26,354","10,139","3,031","15,460","19,866","57,400","18,651","12,045","9,487",10.40%,"238,754","2,440","17,343","15,340","8,323","25,746","13,696","2,946","16,886","24,373","67,976","23,448","10,414","9,823",10.40%,37.0,42.0,38.0
580,"Thurston County, Washington","110,855","2,692","7,035","5,880","2,906","10,960","4,367","1,650","4,986","9,013","23,534","7,578","6,572","23,682",4.40%,"121,109","2,526","8,227","6,735","2,038","13,036","5,184","1,919","5,654","11,861","24,798","12,024","6,835","20,272",11.10%,"135,360","2,609","11,050","8,666","3,464","17,197","5,992","1,515","5,805","12,268","25,857","14,111","4,814","22,012",10.70%,30.0,31.0,25.0
581,"Whatcom County, Washington","94,053","2,221","5,984","8,968","2,905","10,735","3,388","2,139","6,474","11,241","21,453","10,074","3,936","4,535",2.80%,"102,163","3,917","5,869","10,417","2,154","12,605","7,283","2,125","4,779","8,323","24,361","9,912","5,139","5,279",7.70%,"109,586","2,391","9,061","12,103","1,907","13,973","4,511","1,638","5,156","10,307","25,078","10,800","6,601","6,060",13.60%,26.0,30.0,27.0
582,"Yakima County, Washington","100,062","15,444","5,454","6,886","8,025","11,183","5,687",824,"3,317","5,071","22,561","7,962","3,214","4,434",5.90%,"104,851","16,687","5,808","9,796","5,799","10,401","8,067","1,114","2,496","6,082","21,693","7,556","4,812","4,540",7.00%,"109,942","20,212","5,848","8,586","4,182","12,107","8,486","1,271","1,759","6,033","22,216","7,776","4,692","6,774",11.50%,38.0,36.0,25.0
583,"Berkeley County, West Virginia","46,309",48,"2,722","5,549","1,116","5,793","4,318",671,"2,650","3,282","9,350","3,974","2,042","4,794",3.50%,"52,281",680,"3,347","4,109","1,850","6,253","4,181",770,"2,528","5,178","12,420","4,468","1,213","5,284",11.10%,"59,463",797,"3,750","6,859","1,445","8,034","5,931","1,149","1,850","5,632","14,018","3,821","1,766","4,411",7.40%,40.0,44.0,48.0
586,"Kanawha County, West Virginia","88,143","2,674","4,268","4,099","3,376","11,046","4,107","2,154","4,887","7,575","22,116","9,401","4,213","8,227",7.00%,"81,128","1,412","3,805","3,530","1,648","9,131","3,443","2,261","4,219","8,215","23,638","8,453","3,336","8,037",8.60%,"75,786","1,221","4,640","2,982","1,268","8,934","2,994",842,"5,130","8,179","20,259","7,989","4,711","6,637",9.60%,40.0,33.0,41.0
590,"Brown County, Wisconsin","122,441","2,037","5,223","22,287","4,038","14,015","6,789","2,847","9,320","9,228","26,028","12,902","3,302","4,425",3.90%,"135,838","1,580","8,968","27,755","3,111","17,677","8,082","1,943","10,035","11,488","25,338","11,461","5,109","3,291",7.90%,"141,072","1,365","7,991","27,489","4,372","17,212","7,689","1,223","9,208","12,145","29,338","11,615","6,717","4,708",10.40%,35.0,38.0,40.0
591,"Dane County, Wisconsin","270,763","2,936","12,827","25,060","7,965","23,630","8,753","5,618","21,298","33,205","77,748","26,487","10,849","14,387",4.70%,"299,966","3,255","13,048","25,626","6,665","29,698","8,594","8,412","22,476","39,895","83,406","30,363","13,638","14,890",8.00%,"314,495","2,611","12,924","28,290","6,627","27,000","8,350","9,718","24,423","43,935","91,391","30,109","15,028","14,089",7.40%,38.0,40.0,48.0
592,"Dodge County, Wisconsin","41,826","1,838","2,611","10,847",824,"5,054","1,878","1,104","1,078","2,279","8,293","2,621","1,733","1,666",4.10%,"43,795","2,072","3,148","12,147","1,099","4,813","1,826",703,"1,311","2,658","8,372","2,720","1,332","1,594",7.90%,"46,413","1,778","3,782","12,693",991,"5,569","2,454",373,"1,661","2,530","9,311","2,411","1,111","1,749",7.90%,40.0,38.0,42.0
593,"Eau Claire County, Wisconsin","53,415",641,"2,460","6,303","1,480","7,289","2,036","1,163","2,618","3,958","14,872","6,607","1,963","2,025",5.00%,"55,400",821,"2,270","7,472","1,386","8,352","2,344",788,"3,802","3,947","16,079","4,572","1,933","1,634",7.90%,"56,214","1,231","2,132","6,393","1,282","8,193","3,667",992,"4,379","3,840","15,038","5,901","1,789","1,377",9.80%,34.0,33.0,30.0
594,"Fond du Lac County, Wisconsin","52,211","2,152","3,179","11,509","1,235","5,549","2,555",882,"2,588","2,999","11,660","3,475","2,507","1,921",3.00%,"53,310","2,213","3,529","11,160",867,"5,591","2,515",720,"3,395","2,887","11,894","4,518","2,277","1,744",9.40%,"56,314","1,422","4,335","12,587","1,298","6,837","3,722",873,"3,177","2,196","12,146","3,124","2,686","1,911",8.40%,36.0,40.0,39.0
